"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-03-19 20:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 21:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5391,0,"",,
2018-03-19 21:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 22:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5045,0,"",,
2018-03-19 22:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 23:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4807,0,"",,
2018-03-19 23:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 00:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4658,0,"",,
2018-03-20 00:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 01:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4427,0,"",,
2018-03-20 01:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 02:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4718,0,"",,
2018-03-20 02:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 03:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4594,0,"",,
2018-03-20 03:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 04:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4833,0,"",,
2018-03-20 04:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 05:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5015,0,"",,
2018-03-20 05:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 06:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6315,0,"",,
2018-03-20 06:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 07:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7472,0,"",,
2018-03-20 07:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 08:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7491,0,"",,
2018-03-20 08:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 09:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",8149,0,"",,
2018-03-20 09:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 10:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7665,0,"",,
2018-03-20 10:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 11:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7378,0,"",,
2018-03-20 11:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 12:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7411,0,"",,
2018-03-20 12:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 13:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7232,0,"",,
2018-03-20 13:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 14:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7853,0,"",,
2018-03-20 14:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 15:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7677,0,"",,
2018-03-20 15:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 16:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",8293,0,"",,
2018-03-20 16:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-20 17:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7394,0,"",,
