"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-01-05 08:00:00,="MAC030004001",1,"Channel 1",2,"South",1540,0,"",,
2018-01-05 08:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 09:00:00,="MAC030004001",1,"Channel 1",2,"South",1462,0,"",,
2018-01-05 09:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 10:00:00,="MAC030004001",1,"Channel 1",2,"South",1394,0,"",,
2018-01-05 10:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 11:00:00,="MAC030004001",1,"Channel 1",2,"South",1440,0,"",,
2018-01-05 11:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 12:00:00,="MAC030004001",1,"Channel 1",2,"South",1523,0,"",,
2018-01-05 12:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 13:00:00,="MAC030004001",1,"Channel 1",2,"South",1519,0,"",,
2018-01-05 13:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 14:00:00,="MAC030004001",1,"Channel 1",2,"South",1525,0,"",,
2018-01-05 14:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 15:00:00,="MAC030004001",1,"Channel 1",2,"South",1477,0,"",,
2018-01-05 15:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 16:00:00,="MAC030004001",1,"Channel 1",2,"South",1347,0,"",,
2018-01-05 16:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 17:00:00,="MAC030004001",1,"Channel 1",2,"South",1355,0,"",,
2018-01-05 17:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 18:00:00,="MAC030004001",1,"Channel 1",2,"South",1240,0,"",,
2018-01-05 18:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 19:00:00,="MAC030004001",1,"Channel 1",2,"South",1053,0,"",,
2018-01-05 19:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 20:00:00,="MAC030004001",1,"Channel 1",2,"South",771,0,"",,
2018-01-05 20:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 21:00:00,="MAC030004001",1,"Channel 1",2,"South",670,0,"",,
2018-01-05 21:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 22:00:00,="MAC030004001",1,"Channel 1",2,"South",876,0,"",,
2018-01-05 22:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 23:00:00,="MAC030004001",1,"Channel 1",2,"South",529,0,"",,
2018-01-05 23:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 00:00:00,="MAC030004001",1,"Channel 1",2,"South",483,0,"",,
2018-01-06 00:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 01:00:00,="MAC030004001",1,"Channel 1",2,"South",370,0,"",,
2018-01-06 01:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 02:00:00,="MAC030004001",1,"Channel 1",2,"South",269,0,"",,
2018-01-06 02:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 03:00:00,="MAC030004001",1,"Channel 1",2,"South",303,0,"",,
2018-01-06 03:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 04:00:00,="MAC030004001",1,"Channel 1",2,"South",268,0,"",,
2018-01-06 04:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 05:00:00,="MAC030004001",1,"Channel 1",2,"South",330,0,"",,
2018-01-06 05:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 06:00:00,="MAC030004001",1,"Channel 1",2,"South",444,0,"",,
2018-01-06 06:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 07:00:00,="MAC030004001",1,"Channel 1",2,"South",522,0,"",,
2018-01-06 07:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 08:00:00,="MAC030004001",1,"Channel 1",2,"South",687,0,"",,
2018-01-06 08:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-06 09:00:00,="MAC030004001",1,"Channel 1",2,"South",855,0,"",,
2018-01-06 09:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
